item,ubicacion,item_descripcion,en_cajas,sueltos,total,inventario_actual,diferencia
0641,Deposit N3 - C3,KSV PATRONEN 224A NH 1,42,0,42,62,-20
12441,Almacen - I,CEE-FORM STEKKER 3P+E16A-03102,0,2,2,22,-20
1274,Almacen - J,CEE-FORM CONN 2P+E 32A 02704,0,1,1,21,-20
1411,Almacen - E,BERKER AFDEKRAAM 1V  10118989,0,6,6,26,-20
1421,Almacen - E,BERKER AFDEKRAAM  2V WD 132909,0,30,30,50,-20
1561,Almacen - I,"GE  AUTOMAAT 16A, 3POL C-KAR",0,4,4,24,-20
1567,Almacen - I,"GE  AUTOMAAT 63A, 3POL C-KAR",0,6,6,26,-20
1724,Almacen - K,ETI AUTOMAAT 6KA 3P 40A CKAR,0,1,1,21,-20
1758,Deposit N2 - B6,ETI AARDLEK AUTOM 2P C25 30MA,68,0,68,88,-20
1804,Deposit N4 - C8,CA-63 CAJA VACIA TAPA TRANSPAR,23,2,25,45,-20
1816,Deposit N4 - B12,PP-86 PLACA POLIESTER PP-86,0,0,0,20,-20
3272,Deposit N3 - E,PICKENS T8 1.20M LED 22W 6500K,250,0,250,270,-20
3501,Deposit N2 - D6,ETI 3901069 TERMINAL VS 6 BLUE,50,0,50,70,-20
3505,Deposit N2 - D6,ETI 3901189 TERMINAL VS70 BLUE,60,0,60,80,-20
3509,Almacen - K,ETI 3901158 TERMINAL VS35 BLUE,0,12,12,32,-20
4058,Almacen - C,COVER PLATE DBL USB CHAR 70673,0,2,2,22,-20
7007,Deposit N2 - C2,JVL16 -63 40A 4P 300mA AARDLEK,0,16,16,36,-20
7022,Almacen - M,JVM19 -63  16A 3P C-TYPE AUTOM,12,1,13,33,-20
7032,Deposit N2 - C6,JVM16 -63 32A 3P+N C-TYPE AUTO,30,7,37,57,-20
7039,Deposit N2 - C3,JVT3-16D TIMER,100,5,105,125,-20
1143,Deposit N3 - B6,STEK RUB P/A  15A 220V  4866,100,0,100,119,-19
1561,Deposit N2 - B3,"GE  AUTOMAAT 16A, 3POL C-KAR",5,0,5,24,-19
1800,Deposit N4 - C1,CA-32 CAJA VACIA TAPA TRANSPAR,1,0,1,20,-19
1908,Deposit N4 - E3,HH 1021.008 RUB INV.TULE10-60,0,65,65,84,-19
4013,Deposit N1 - B5,RJ 45 CAT6 UTP CONNECTOR 21978,1,2,3,22,-19
4033,Deposit N1 - B8,TRIPLE HORIZONTAL FRAME 70931,360,0,360,379,-19
4040,Deposit N1 - B4,SINGLE POLE SWITCH 37011 OPB,200,1,201,220,-19
4043,Deposit N1 - B4,DOUBLE 2-WAY SWITCH  37101 OPB,150,0,150,169,-19
4050,Almacen - B,EARTH SOCKET  48131 OPB  WD,0,3,3,22,-19
4260,Deposit N1 - C4,VERLENG 110X50MM 10094 RBR,0,13,13,32,-19
7000,Deposit N2 - C2,JVD16 - 63   40A 4P SCHAKELAAR,138,0,138,157,-19
8031,Almacen - K,"ETI aardleksch 40A 4P0,03 127V",0,1,1,20,-19
04943,Deposit N3 - E,KABEL DOOS EL322 (19750),12,0,12,30,-18
0515,Almacen - Q,DEKSEL VOOR LASDOOS  3504,0,574,574,592,-18
0554,Deposit N4 - A5,PG 36,210,0,210,228,-18
1026,Deposit N3 - B12,USB Charging station 7750W,50,0,50,68,-18
1028,Deposit N3 - B6,WCD AM INB 127 ENK DEC TR6250W,60,0,60,78,-18
12561,Almacen - J,CEE-FORM WCD 3P+N+E 16A-03323,0,7,7,25,-18
12603,Deposit N4 - A3,CEE-FORM WCD 3P+N+E 16A 03823,0,2,2,20,-18
1262,Almacen - I,CEE-FORM CONN 3P+E 16A-03202,0,6,6,24,-18
1262,Almacen - J,CEE-FORM CONN 3P+E 16A-03202,0,6,6,24,-18
1843,Deposit N4 - B11,CHASSIS CA-44-1 EN KIT,0,24,24,42,-18
4261,Deposit N1 - B6,VERLENG 90X50MM  10184 RBR,0,0,0,18,-18
4280,Deposit N1 - B6,BUITENHK 50X20MM 10506 ABR,2,0,2,20,-18
7025,Deposit N2 - C2,JVM16 -63  32A 3P C-TYPE AUTOM,16,0,16,34,-18
7051,Deposit N3 - C2,JUNCTION BOX 125A  4*7,0,37,37,55,-18
0433,Deposit N4 - B2,VERBINDINGSBUS 95 mm,180,0,180,197,-17
0438,Deposit N4 - B2,PERSKABELSCHOEN  16  mm  M10,1000,0,1000,1017,-17
12431,Almacen - I,CEE-FORM STEKKER 2P+E16A-02101,0,1,1,18,-17
12551,Almacen - I,CEE-FORM WCD 3P+E 16A-03322,0,7,7,24,-17
1260,Deposit N4 - A12,*******CEE-FORM WCD 63A - 3P+A,45,3,48,65,-17
1276,Almacen - I,CEE-FORM CONN 3P+N+E 32A 03706,0,1,1,18,-17
1497,Almacen - O,OPBOUW KAST 4 MOD 610091,0,1,1,18,-17
15145,Deposit N3 - C6,OPB.KAST WD 54MD CDP54 PT/RR,0,17,17,34,-17
3275,Deposit N1 - A5,LED TUBE T8 10W/865 1050l 6500,0,2,2,19,-17
4007,Deposit N1 - B8,DIMMER/ 2 WAY 320 WRC 21217,17,0,17,34,-17
4020,Deposit N1 - B8,COV PLATE  PULL CORD 70741,55,0,55,72,-17
4250,Deposit N1 - B7,VLAKHOEK 180X50MM  10293  RBR,24,0,24,41,-17
7041,Almacen - M,LNC1  20A  4P 2MOD CONTACTOR,0,4,4,21,-17
7041,Deposit N2 - B6,LNC1  20A  4P 2MOD CONTACTOR,0,4,4,21,-17
0441,Deposit N4 - B2,PERSKABELSCHOEN  25  mm  M12,850,0,850,866,-16
04946,Almacen - Q,KABEL DOOS GSLT322 (19965),0,1,1,17,-16
1126,Deposit N3 - B8,WALLPLATE AM DUB WD S1962 W-SP,100,0,100,116,-16
12605,Almacen - I,CEE-FORM WCD 3P+E 32A -03825,0,2,2,18,-16
1264,Almacen - I,CEE-FORM CONN 2P+E 32A-02204,0,5,5,21,-16
1425,Almacen - F,BERKER TOERENTAL  REGEL 296801,0,6,6,22,-16
1478,Deposit N2 - C3,BERKER SCHUKO-DUBB 6147548989,40,0,40,56,-16
1719,Deposit N2 - B2,ETI AUTOMAAT 6KA 2P 25A CKAR,60,0,60,76,-16
1881,Deposit N4 - E3,DV-G DISPOSITIVO VENTILACION G,0,11,11,27,-16
1884,Deposit N4 - E4,TFT-400M TONILLO MANUAL,0,87,87,103,-16
1964,Deposit N2 - B3,DIRECT HANDLE 630A-800A OMKEER,0,9,9,25,-16
3245,Deposit N3 - D3,PL LAMP 13 WATT,50,0,50,66,-16
4010,Deposit N1 - B7,MONO DOUBLE EARTH SOCKET 70331,200,0,200,216,-16
7153,Almacen - Q,OPB.KAST 56MD 5271R1,0,1,1,17,-16
7153,Almacen - Z,OPB.KAST 56MD 5271R1,0,1,1,17,-16
0467,Almacen - Z,ATTEMA  GIETMOF PAKKET 2511,12,0,12,27,-15
0528,Deposit N3 - D11,MONTAGEDEKSEL+WCD3640W4,100,0,100,115,-15
0631,Almacen - Z,KSV PATRONEN 160A NH 00,0,2,2,17,-15
10093,Deposit N3 - B11,SCHAK AM ENK-WIS 7732W,80,0,80,95,-15
12532,Almacen - I,CEE-FORM STEK 3P+N+E 32A 3606,0,1,1,16,-15
1283,Almacen - J,CEE-FORM SCH-WCD3P+E 16A-03362,0,1,1,16,-15
1313,Almacen - R,"AARDKLEM 3/4""",0,26,26,41,-15
1327,Deposit N3 - C8,MOERKLEM APC 10/6,125,0,125,140,-15
1577,Almacen - I,"GE  AUTOMAAT 20A, 3P+N C-KAR",0,7,7,22,-15
3212,Deposit N1 - B3,TL-ORNEMENT 2x40W 127V 50Hz,63,8,71,86,-15
4026,Deposit N1 - B8,COVER RING WITH DOUBLE 70442,325,0,325,340,-15
4244,Deposit N1 - B7,VLAKHOEK 50X20MM  10503 ABR,0,0,0,15,-15
7035,Deposit N2 - C6,JVM16 -63 63A 3P+N C-TYPE AUTO,60,5,65,80,-15
0315,Deposit N3 - D10,MOFFEN 2'',192,0,192,206,-14
0494,Deposit N3 - A1,KABELDOOS EV111(18300),170,44,214,228,-14
0534,Deposit N3 - C9,INBOUWDOOS DUBB WCD H140,450,0,450,464,-14
1149,Deposit N3 - E,"INB.DOOS PLASTIC 4x4""-CARLON",800,0,800,814,-14
1247,Almacen - I,CEE-FORM STEK 3P+E 32A-03105,0,1,1,15,-14
1406,Deposit N2 - C3,BERKER WIPSCHAK SERIE 613035,150,0,150,164,-14
1825,Deposit N4 - C6,TT-32-CJ TAPA POLICARB.TRANSP.,0,11,11,25,-14
1906,Deposit N3 - D7,HH 1014.939 AARDRAILSET 219 MM,0,1,1,15,-14
1915,Deposit N4 - E4,HH 1015.914 AANSL KLEM 3X95,0,22,22,36,-14
4154,Deposit N1 - B3,5 X HORIZONT FRAME 90950 TPM,86,0,86,100,-14
4258,Deposit N1 - B7,VERLENG 75X20MM   10144  ABR,30,0,30,44,-14
7022,Deposit N2 - C2,JVM19 -63  16A 3P C-TYPE AUTOM,18,1,19,33,-14
7186,Deposit N2 - A6,INB.KAST MP42 METALBOX,0,0,0,14,-14
0640,Almacen - Z,KSV PATRONEN 200A NH 1,6,1,7,20,-13
1121,Deposit N3 - B12,WALLPLATE AM DUB RP 2132V,200,0,200,213,-13
1272,Almacen - J,CEE-FORM CONN 3P+E 16A 03702,0,1,1,14,-13
1472,Almacen - F,BERKER SCHAK WIS OPB  61300649,0,1,1,14,-13
1523,Deposit N2 - B2,"GE AUTO 25A, 4P-2MOD C  UNIBIS",78,3,81,94,-13
1732,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P+N 50A CKAR,27,0,27,40,-13
1766,Almacen - L,ETI AARDLEKSCH 4P 100A 30 mA,0,1,1,14,-13
1924,Deposit N4 - E2,HH1860736 EINDKAP UR403/4 15X4,0,45,45,58,-13
1954,Deposit N2 - B4,OMSCHAKELAAR 63A 3P+N,0,3,3,16,-13
1965,Deposit N2 - B3,DOORVERBINDINGSET 40A T/M 80A,0,3,3,16,-13
3011,Deposit N3 - C3,"BUIGVEER 3/4"" 1 mtr",0,0,0,13,-13
3285,Deposit N4 - D4,BALLAST 2x34W ELECTR  120 VOLT,0,75,75,88,-13
3314,Deposit N2 - D5,PICKENS RFTN 150W 7000K FLAT,0,3,3,16,-13
3487,Deposit N2 - D6,ETI 3901375  EINDPLAAT VSV4,550,94,644,657,-13
3997,Deposit N1 - C3,SPEED CONTROLLER 21219,13,0,13,26,-13
4049,Deposit N1 - B4,TWO WAY SWITCH 48071 OPB WD,70,0,70,83,-13
7042,Deposit N2 - B6,LNC1 25A 4P 2MOD CONTACTOR,30,3,33,46,-13
7190,Almacen - P,KABEL DOOS 604 80 X 80 X 35,0,6,6,19,-13
0414,Deposit N4 - B2,PERSKABELSCHOEN 25  mm  M8,900,0,900,912,-12
0624,Deposit N3 - C3,KSV PATRONEN   25A NH 00,36,0,36,48,-12
0630,Deposit N3 - C3,KSV PATRONEN 125A NH 00,51,0,51,63,-12
1134,Almacen - Z,WALLPLATE AM BLD WD       1987,10,4,14,26,-12
1263,Almacen - I,CEE-FORM CONN 3P+N+E 16A-03203,0,1,1,13,-12
1748,Almacen - L,ETI TIJDKLOK SHT 1 KANAL 230V,0,4,4,16,-12
1833,Deposit N4 - C10,TT-86A-CJ TAPA POLICARB.TRANSP,0,15,15,27,-12
1868,Deposit N4 - D3,CHM-325 CHASIS MODULAR BRES,0,3,3,15,-12
1985,Deposit N2 - A5,MESPATROON HOUDER 160 A-NH-00,0,36,36,48,-12
3497,Almacen - K,ETI 3901016 END BRACKET PKPA35,0,11,11,23,-12
4013,Almacen - B,RJ 45 CAT6 UTP CONNECTOR 21978,0,10,10,22,-12
4157,Deposit N1 - B6,COVER PLATE MOTION  90401 TPM,14,0,14,26,-12
7023,Deposit N2 - C2,JVM19 -63  20A 3P C-TYPE AUTOM,12,3,15,27,-12
7036,Almacen - M,JVM 65-125  80A 3P+N C-TYPE,0,1,1,13,-12
0419,Deposit N4 - B10,PERSKABELSCHOEN 120 mm  M12,0,240,240,251,-11
1112,Deposit N3 - B6,WALLPLATE AM COAX C 1172W,135,0,135,146,-11
1202,Almacen - F,BERKER SERIE OPB 61300849,0,28,28,39,-11
1273,Almacen - J,CEE-FORM CONN 3P+N+E 16A 03703,0,9,9,20,-11
1336,Almacen - S,AARDKLEM 3/4 Brass,125,4,129,140,-11
1399,Deposit N2 - C3,BERKER WIPSCHA 2X/WIS 61303808,70,0,70,81,-11
1416,Deposit N2 - C3,BERKER AFDEKPL SCHAK 16208989,30,0,30,41,-11
1739,Deposit N2 - B2,ETI AUTOMAAT 6KA 2P 32A CKAR,42,1,43,54,-11
1743,Almacen - K,ETI  AUTOMAAT15KA 80A 3P+N C,1,0,1,12,-11
1749,Deposit N2 - B6,ETI TIJDKLOK SHT 2 KANAL 230V,15,0,15,26,-11
1752,Deposit N2 - B5,ETI MAGNEET SCHAKELAAR 4P 40A,24,2,26,37,-11
1834,Deposit N4 - C6,TO-32-CJ TAPA POLICARB.OPACO C,0,12,12,23,-11
1836,Deposit N4 - C6,TO-44-CJ TAPA POLICARB.OPACO C,0,8,8,19,-11
1910,Deposit N4 - E3,HH 1042.705 BEV.MUUR 85X23,0,3,3,14,-11
1946,Deposit N2 - B6,PANELHANDEL 500A 800A- DCCLA21,0,8,8,19,-11
3106,Almacen - Q,FOCO LED T140 BASE E27 50W 65K,0,1,1,12,-11
3112,Almacen - Q,RECESADO REDONDO 12W 720LM 6K,0,1,1,12,-11
3248,Almacen - P,PICKENS VPR  2241,0,0,0,11,-11
4149,Deposit N1 - B6,BLIND COVER PLATE 90677 TPM,156,0,156,167,-11
7157,Almacen - Z,INB.KAST 48/56MD 5270R1,0,1,1,12,-11
7191,Deposit N2 - A6,EARTH TERMINAL GREEN,0,53,53,64,-11
0998,Almacen - Z,3 OUTLET 1192W-SP,40,6,46,56,-10
11492,Almacen - T,"DEKSEL INB.D PLASTIC 4X4"" DUB",0,50,50,60,-10
1273,Deposit N4 - A10,CEE-FORM CONN 3P+N+E 16A 03703,6,4,10,20,-10
1405,Deposit N2 - C3,BERKER WIPSCHA UIT/WISS 613036,100,0,100,110,-10
1409,Deposit N2 - C3,BERKER UNIV DRAAI DIMM  286110,3,0,3,13,-10
1420,Almacen - E,BERKER AFDEKRAAM 1V WD 132809,0,94,94,104,-10
1767,Almacen - L,ETI AARDLEKSCH 4P 80A 300 MA,2,0,2,12,-10
1808,Deposit N4 - D5,CA-86A CAJA VACIA TAPA TRANSP,0,1,1,11,-10
1845,Deposit N4 - B11,CHASSIS CA-64-1 EN KIT,9,28,37,47,-10
1846,Deposit N4 - B7,TC-02-CJ TAPA CIEGA C/JUNTA,0,25,25,35,-10
1880,Deposit N4 - E3,DV-M DISPOSITIVO VENTILACION,0,6,6,16,-10
1907,Deposit N4 - E3,HH 1014.940 AARDRAILSET 299 MM,0,17,17,27,-10
1964,Deposit N2 - B6,DIRECT HANDLE 630A-800A OMKEER,0,15,15,25,-10
3242,Deposit N3 - D3,PL LAMP   5 WATT,40,0,40,50,-10
04945,Deposit N3 - D11,KABEL DOOS GSLT231 (19905),6,0,6,15,-9
0544,Almacen - A,VERHOGINGSRING MD4050 6MM,0,27,27,36,-9
0703,Deposit N3 - C10,ATT MONTAGEDEKSEL 2X WCD 1623,130,0,130,139,-9
1019,Deposit N3 - B6,DIMMER SCHUIF DUB LEV6628W,40,0,40,49,-9
1234,Almacen - G,CONTRA STEKKER R/A,0,31,31,40,-9
12501,Deposit N4 - A2,CEE-FOR STEK3P+E 16A IP67 3602,30,0,30,39,-9
12603,Almacen - J,CEE-FORM WCD 3P+N+E 16A 03823,0,11,11,20,-9
15146,Deposit N3 - D5,OPB.KAST WD 18MD CDP 18PT/RR,8,0,8,17,-9
1564,Deposit N2 - B2,"GE  AUTOMAAT 32A, 3POL C-KAR",28,1,29,38,-9
16510,Almacen - P,RAIL COPPER 20X5X1000 48794,0,1,1,10,-9
1701,Deposit N2 - B5,ETI 2423414 SCHAKELAAR 4P 63A,24,1,25,34,-9
1726,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 63A CKAR,32,1,33,42,-9
1771,Almacen - L,ETI 2444005 TNC-S 25/100 4+0,1,0,1,10,-9
1847,Deposit N4 - B7,TC-03-CJ TAPA CIEGA C/JUNTA,0,33,33,42,-9
1849,Deposit N4 - B7,BA-20-CJ BRIDA ACOP.C/JUNTA,0,16,16,25,-9
1853,Deposit N4 - B3,CC-04-CJ CAJA CABLES CIEGA,0,27,27,36,-9
3334,Deposit N3 - D7,PICKENS LED OPB ROND 12W 6500K,60,0,60,69,-9
3335,Deposit N3 - D8,PICKENS LED OPB ROND 18W 6500K,22,9,31,40,-9
3431,Deposit N3 - B10,WALLPLATE 2 SCHAK 2137,50,0,50,59,-9
4035,Deposit N1 - B4,WATERPROOF FRAME IP 44  70961,40,0,40,49,-9
4046,Deposit N1 - B4,SINGLE POLE SWITCH 48011 OP WD,110,0,110,119,-9
7030,Deposit N2 - C6,JVM16-63 16A 3P+N C-TYPE AUTOM,60,5,65,74,-9
7034,Deposit N2 - C6,JVM16 -63 50A 3P+N C-TYPE AUTO,60,4,64,73,-9
7189,Deposit N3 - C8,KABEL DOOS 665 ROND  70 X 35,72,0,72,81,-9
0637,Deposit N3 - C3,KSV PATRONEN 100A NH 1,102,0,102,110,-8
1145,Almacen - X,CONTRA STEKKER AM     86W,50,4,54,62,-8
1216,Deposit N3 - A2,"TREKKOORTJE  1,9 mtr",93,0,93,101,-8
12561,Deposit N4 - A3,CEE-FORM WCD 3P+N+E 16A-03323,10,7,17,25,-8
12602,Almacen - I,CEE-FORM WCD 3P+E 16A -03822,0,1,1,9,-8
1574,Almacen - I,"GE  AUTOMAAT 100A, 3P+N C KAR",0,5,5,13,-8
1640,Deposit N4 - C4,KIT SUJECION 48156 DINRAIL,0,10,10,18,-8
1737,Deposit N2 - B1,ETI AUTOMAAT 6KA 3P+N 6A BKAR,2,0,2,10,-8
1765,Almacen - L,ETI AARDLEKSCH 4P 80A 30 mA,0,1,1,9,-8
1822,Deposit N4 - C8,CU-66 CAJA CUERPO CA-66,0,3,3,11,-8
1831,Deposit N4 - C6,TT-66-CJ TAPA POLICARB.TRANSP.,0,10,10,18,-8
1896,Deposit N4 - E3,HH 1014.946 AFTAKBLOK 6X16MM,0,36,36,44,-8
1962,Deposit N2 - B3,DIRECT HANDLE 40A-200A-CD,0,10,10,18,-8
3109,Deposit N3 - E,TUBO LED T8 18W1600LM 6500K,75,0,75,83,-8
4028,Deposit N1 - B8,BLIND COVER PLATE 70677,400,0,400,408,-8
4057,Almacen - C,DUBBEL USB CHARGER 110-240V,0,1,1,9,-8
4100,Deposit N1 - C2,ROCKER FOR SWITCHES 90601 TBR,40,0,40,48,-8
4104,Deposit N1 - C2,COVER PLATE FOR DIMMER 90721 T,26,1,27,35,-8
7008,Deposit N2 - C2,JVL16 -63 63A 4P 300mA AARDLEK,0,45,45,53,-8
7033,Deposit N2 - C6,JVM16 -63 40A 3P+N C-TYPE AUTO,30,2,32,40,-8
7130,Deposit N1 - C1,HPS ARMATUUR 70W FML005,0,0,0,8,-8
0467,Deposit N3 - B3,ATTEMA  GIETMOF PAKKET 2511,20,0,20,27,-7
0509,Deposit N3 - B5,LASD EIND ACHTER INV 2031 att,100,0,100,107,-7
0564,Almacen - G,MOER PG 36,0,11,11,18,-7
1146,Almacen - X,CONT STEKKER RUB P/A 127V  222,60,6,66,73,-7
1147,Deposit N3 - B6,CONT STEKKER RUB P/A 220V 4227,50,0,50,57,-7
1249,Deposit N4 - A2,CEE-FOR STEK 2P+E16A IP67-2601,30,3,33,40,-7
1301,Deposit N3 - D8,UNIMAX KLEM 50/10-50 mm,150,0,150,157,-7
15146,Deposit N3 - D6,OPB.KAST WD 18MD CDP 18PT/RR,10,0,10,17,-7
1529,Deposit N2 - B6,"GE SCHAKELAAR  80A, 4POL",6,2,8,15,-7
1562,Deposit N2 - B3,"GE  AUTOMAAT 20A, 3POL C-KAR",48,1,49,56,-7
1577,Deposit N2 - B2,"GE  AUTOMAAT 20A, 3P+N C-KAR",15,0,15,22,-7
1652,Deposit N4 - A1,IDE AARDE 48452 KIT TIERRA,0,6,6,13,-7
1659,Deposit N2 - B3,MOELLER OPB BF-0-3/72,0,1,1,8,-7
1703,Deposit N2 - B5,ETI 2423416 SCHAKELAAR 4P 100A,36,0,36,43,-7
1725,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 50A CKAR,18,1,19,26,-7
1755,Deposit N2 - B6,ETI AARDLEK AUTOM 2P B16 30MA,46,0,46,53,-7
1805,Deposit N4 - E1,CA-64 CAJA VACIA TAPA TRANSPAR,0,2,2,9,-7
1812,Deposit N4 - B12,PP-44 PLACA POLIESTER PP-44,0,26,26,33,-7
1819,Deposit N4 - D9,CU-44 CAJA CUERPO CA-44,0,28,28,35,-7
1829,Deposit N4 - B10,TT-63-CJ TAPA POLICARB.TRANSP.,5,13,18,25,-7
1830,Deposit N4 - C10,TT-64-CJ TAPA POLICARB.TRANSP.,0,44,44,51,-7
1850,Deposit N4 - B3,BA-30-CJ BRIDA ACOP.C/JUNTA,0,125,125,132,-7
1871,Deposit N4 - D3,CHM-65 CHASIS MODULAR BRES,0,5,5,12,-7
1909,Deposit N4 - E3,HH 1021.010 RUB INVTULE 12-80,0,54,54,61,-7
1933,Deposit N2 - B4,HOOFDSCHAKELAAR 125A S5000,0,5,5,12,-7
1937,Deposit N2 - B4,HOOFDSCHAKELAAR 400A,0,3,3,10,-7
1951,Deposit N2 - B3,PANELHANDEL 800A-1250A-DS-LA31,0,8,8,15,-7
3003,Deposit N3 - D7,STEENBOOR 7 mm,30,0,30,37,-7
3270,Deposit N3 - D3,PICKENS 10W LED BULB,0,5,5,12,-7
4025,Deposit N1 - B8,COVER PLATE  SINGLE RJ45 70751,120,0,120,127,-7
4207,Deposit N1 - C4,KABELGOOT 50X20MM 10500 CBR,32,6,38,45,-7
7003,Deposit N2 - C2,JVD16 -125 100A 4P SCHAKELAAR,3,1,4,11,-7
7130,Almacen - Z,HPS ARMATUUR 70W FML005,0,1,1,8,-7
0440,Deposit N4 - B2,PERSKABELSCHOEN  25  mm  M10,700,0,700,706,-6
0611,Deposit N3 - B9,ZEKERING 20A,0,1300,1300,1306,-6
0628,Deposit N3 - C3,KSV PATRONEN   80A NH 00,81,0,81,87,-6
1020,Deposit N3 - B11,COM SCHAK & WCD 127v -TR274W,80,0,80,86,-6
1262,Deposit N4 - A6,CEE-FORM CONN 3P+E 16A-03202,10,8,18,24,-6
1300,Almacen - R,UNIMAX KLEM 25/4-25 mm,0,42,42,48,-6
1425,Deposit N2 - C3,BERKER TOERENTAL  REGEL 296801,16,0,16,22,-6
15147,Deposit N3 - D6,OPB.KAST WD 36MD CDP 36PT2F/RR,2,0,2,8,-6
1524,Deposit N2 - B5,"GE AUTOMAAT 6A, 2P B  UNIBIS",0,6,6,12,-6
1555,Almacen - J,"GE  AUTOMAAT 20A, 1P+N C-KAR",0,5,5,11,-6
1566,Deposit N2 - B2,"GE AUTOMAAT 50A, 3POL C-KAR",48,3,51,57,-6
1567,Deposit N2 - B2,"GE  AUTOMAAT 63A, 3POL C-KAR",20,0,20,26,-6
1571,Deposit N2 - B2,"GE  AUTOMAAT 50A, 3P+N C-KAR",30,0,30,36,-6
1664,Deposit N2 - D2,MOELLER INB BF-U-4/96,0,2,2,8,-6
1700,Deposit N2 - B5,ETI 2423423 SCHAKELAAR 4P 40A,9,0,9,15,-6
1702,Deposit N2 - B5,ETI 2423415 SCHAKELAAR 4P 80A,48,0,48,54,-6
1727,Deposit N2 - B2,ETI AUTOMAAT 6KA 3P+N 16A BKAR,2,0,2,8,-6
1733,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P+N 63A CKAR,51,1,52,58,-6
1738,Almacen - K,ETI AUTOMAAT 6KA 3P+N 6A CKAR,0,2,2,8,-6
1748,Deposit N2 - B6,ETI TIJDKLOK SHT 1 KANAL 230V,10,0,10,16,-6
1768,Almacen - L,ETI AARDLEKSCH 4P 100A 300 MA,0,1,1,7,-6
1805,Deposit N4 - C12,CA-64 CAJA VACIA TAPA TRANSPAR,0,3,3,9,-6
1808,Deposit N4 - C9,CA-86A CAJA VACIA TAPA TRANSP,5,0,5,11,-6
1813,Deposit N4 - B12,PP-63 PLACA POLIESTER PP-63,0,39,39,45,-6
18211,Deposit N4 - C11,CU-64 CAJA CUERPO CA-64,0,49,49,55,-6
1840,Deposit N4 - C8,TO-86A-CJ TAPA POLICARB.OPACO,0,4,4,10,-6
1841,Deposit N4 - B11,CHASSIS CA-33-1 EN KIT,0,99,99,105,-6
1870,Deposit N4 - D3,CHM-64 CHASIS MODULAR BRES,0,2,2,8,-6
1887,Deposit N4 - E2,HH1021489 RAILSTEUN 15X8MM,0,50,50,56,-6
1897,Deposit N4 - E3,HH 1014.316 RAILKOPPEL  A70/12,0,9,9,15,-6
1969,Deposit N2 - C1,SCHAKELAAR MESPATR INB 160A,0,2,2,8,-6
1975,Deposit N2 - B6,PANELHANDEL 125A-160A- DCELAB1,0,5,5,11,-6
1987,Deposit N2 - A5,MESPATROON HOUDER 250 A-NH-1,0,1,1,7,-6
3249,Deposit N3 - D3,SPIRALLAMP 20W 110-130V 50Hz,0,4,4,10,-6
3256,Deposit N1 - A5,TL-BUIS LED 10W 6500K,0,1,1,7,-6
4140,Deposit N1 - B3,ROCKER FOR SWITCHES 90601 TPM,130,1,131,137,-6
4238,Deposit N1 - B7,BINNENHK 180X50MM  10292 RBR,16,1,17,23,-6
7027,Deposit N2 - C2,JVM19 -63  50A 3P C-TYPE AUTOM,60,0,60,66,-6
7063,Deposit N2 - C2,JVRO16-32 1P+N C 25 30 mA,108,3,111,117,-6
0476,Almacen - O,PERSKABELSCHOEN SMALL 240-10MM,0,3,3,8,-5
0644,Deposit N3 - C3,KSV PATRONEN 355A NH 1,36,0,36,41,-5
1027,Deposit N3 - B6,WCD AM INB AARDL BEVXGF15,60,0,60,65,-5
1110,Almacen - Y,WALLPLATE AM DECO 2-V 2152W,40,3,43,48,-5
1135,Deposit N3 - B12,WALLPLATE OPEN 5/8,80,0,80,85,-5
119801,Almacen - G,BERKER COMB SCH/SCHUKO 437605,0,5,5,10,-5
119801,Deposit N2 - C3,BERKER COMB SCH/SCHUKO 437605,5,0,5,10,-5
1264,Deposit N4 - A6,CEE-FORM CONN 2P+E 32A-02204,16,0,16,21,-5
1271,Deposit N4 - A6,CEE-FORM CONN 2P+E 16A 02701,24,0,24,29,-5
15142,Almacen - S,OPBOUW KAST WD CSG13PT/RR,0,1,1,6,-5
1522,Deposit N2 - B2,"GE AUTO 25A, 3P-2MOD C  UNIBIS",36,0,36,41,-5
1565,Deposit N2 - B2,"GE  AUTOMAAT 40A, 3POL C-KAR",4,0,4,9,-5
1574,Deposit N2 - B2,"GE  AUTOMAAT 100A, 3P+N C KAR",8,0,8,13,-5
1645,Deposit N4 - C4,TCA4080,0,0,0,5,-5
1704,Deposit N2 - B5,ETI 2423417 SCHAKELAAR 4P 125A,36,2,38,43,-5
1705,Almacen - L,ETI AARDLEKSCH 4P 40A 30 mA,0,5,5,10,-5
1738,Deposit N2 - B2,ETI AUTOMAAT 6KA 3P+N 6A CKAR,1,2,3,8,-5
1751,Deposit N2 - B5,ETI  MAGNEET SCHAKELAAR 4P 25A,60,1,61,66,-5
1767,Deposit N2 - B5,ETI AARDLEKSCH 4P 80A 300 MA,7,0,7,12,-5
1805,Deposit N4 - C10,CA-64 CAJA VACIA TAPA TRANSPAR,4,0,4,9,-5
1818,Deposit N4 - D13,CU-33 CAJA CUERPO CA-33,0,15,15,20,-5
1822,Deposit N4 - C3,CU-66 CAJA CUERPO CA-66,0,6,6,11,-5
